_id,ndc11,part,rxcui,acqDate,name,labeler,deaSchedule,attribution,mpc,ingredients,ingredientsAvailable,rxnavImageObjectId,rxnavImageFileName,rxnavImageSize,nlmImageObjectId,nlmImageFileName,nlmImageSize,rxnavImageSizeFull,nlmImageSizeFull,imageSize,rxnavImageSize1024,rxnavImageSize800,nlmImageSize800,rxnavImageSize600,nlmImageSize600,rxnavImageSize300,nlmImageSize300,rxnavImageSize120,nlmImageSize120,relabelersNdc9,status,splSetId,splRootId,splVersion
{'$oid': '5a32f6adeb4525ea9e82cd25'},00078-0512-05,1,866307,01-19-2015,12 HR Carbamazepine 400 MG Extended Release Oral Tablet [Tegretol],Novartis Pharmaceuticals Corporation,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 12, 'color': 'BROWN', 'imprint': 'T;400;mg', 'imprintColor': 'BROWN', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185684203,00078-0512-05_RXNAVIMAGE10_BF3E5FD2.jpg,642485,168906987,00078-0512-05_NLMIMAGE10_BF3E5FD2.jpg,497944,642485,497944.0,5355.0,282288,185412,134567.0,116680,84615.0,34937,25777.0,6368,5355.0,,,8d409411-aa9f-4f3a-a52c-fbcb0c3ec053,ee2af233-c6a6-4146-87c2-38cb9d18ba43,18.0
{'$oid': '5a32f6adeb4525ea9e82cd26'},00078-0510-05,1,866303,01-19-2015,12 HR Carbamazepine 100 MG Extended Release Oral Tablet [Tegretol],Novartis Pharmaceuticals Corporation,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 7, 'color': 'YELLOW', 'imprint': 'T;100;mg', 'imprintColor': 'ORANGE', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185684232,00078-0510-05_RXNAVIMAGE10_C93E64B3.jpg,596301,168907016,00078-0510-05_NLMIMAGE10_C93E64B3.jpg,451854,596301,451854.0,5239.0,263094,175495,124655.0,112353,80060.0,34404,25103.0,6177,5239.0,"[{'@sourceNdc9': '00078-0510', 'ndc9': ['61786-0441', '69189-0510']}]",,,,
{'$oid': '5a32f6adeb4525ea9e82cd27'},00603-5801-28,1,198232,01-19-2015,Sulfasalazine 500 MG Oral Tablet,"Qualitest Pharmaceutical, Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 14, 'color': 'YELLOW', 'imprint': '5904;V', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 2}","{'active': [], 'inactive': []}",False,185693801,00603-5801-28_RXNAVIMAGE10_8F4547AA.jpg,676649,168916585,00603-5801-28_NLMIMAGE10_8F4547AA.jpg,548520,676649,548520.0,4965.0,285201,184126,139154.0,113490,85488.0,33144,24718.0,5872,4965.0,"[{'@sourceNdc9': '00603-5801', 'ndc9': ['10544-0288', '33261-0756', '49349-0832', '55289-0176']}]",,,,
{'$oid': '5a32f6adeb4525ea9e82cd28'},60505-2512-02,1,857187,01-19-2015,Fosinopril Sodium 40 MG Oral Tablet,Apotex Corp.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 8, 'color': 'WHITE', 'imprint': 'APO;FOS;40', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185685724,60505-2512-02_RXNAVIMAGE10_EE3F775B.jpg,477065,168908508,60505-2512-02_NLMIMAGE10_EE3F775B.jpg,338684,477065,338684.0,3586.0,196418,127998,81193.0,81162,51902.0,25297,16681.0,4650,3586.0,"[{'@sourceNdc9': '60505-2512', 'ndc9': ['60429-0236']}]",,eaa753e8-9fda-af0b-9d54-bdf0d1674832,91de48b6-a7cc-438b-89ad-50ae3cb5ee67,2.0
{'$oid': '5a32f6adeb4525ea9e82cd29'},00378-4532-01,1,434018,01-19-2015,doxycycline hyclate 100 MG Delayed Release Oral Tablet,Mylan Pharmaceuticals Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 11, 'color': 'WHITE', 'imprint': 'M;D;32', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 2}","{'active': [], 'inactive': []}",False,185685339,00378-4532-01_RXNAVIMAGE10_613F30B9.jpg,549365,168908123,00378-4532-01_NLMIMAGE10_613F30B9.jpg,408127,549365,408127.0,4804.0,234326,155312,106847.0,98692,68542.0,31071,22266.0,5796,4804.0,,,0c01acd6-123b-43f3-b639-b039e83baa27,dc54fe42-f3a2-42da-87a0-a9d529d7e313,13.0
{'$oid': '5a32f6adeb4525ea9e82cd2a'},00603-3162-32,1,310410,01-19-2015,Folic Acid 1 MG Oral Tablet,"Qualitest Pharmaceutical, Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 8, 'color': 'YELLOW', 'imprint': '31;62;V', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 2}","{'active': [], 'inactive': []}",False,185685128,00603-3162-32_RXNAVIMAGE10_163F0B08.jpg,568887,168907912,00603-3162-32_NLMIMAGE10_163F0B08.jpg,442149,568887,442149.0,4802.0,239560,158060,114285.0,99787,72392.0,30697,22482.0,5764,4802.0,"[{'@sourceNdc9': '00603-3162', 'ndc9': ['43353-0681', '48433-0320', '52125-0202', '52125-0683', '53808-1004', '55154-0843', '58118-3162', '63739-0537', '67046-0216', '76413-0108', '50090-0199', '61786-0804']}]",,,,
{'$oid': '5a32f6adeb4525ea9e82cd2b'},00378-0781-91,1,997501,01-19-2015,Fexofenadine hydrochloride 60 MG Oral Tablet,Mylan Pharmaceuticals Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 8, 'color': 'BLUE', 'imprint': 'M;753', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185684980,00378-0781-91_RXNAVIMAGE10_E13EF0C7.jpg,585705,168907764,00378-0781-91_NLMIMAGE10_E13EF0C7.jpg,453789,585705,453789.0,4424.0,250986,165450,119427.0,103158,74379.0,30279,21815.0,5484,4424.0,"[{'@sourceNdc9': '00378-0781', 'ndc9': ['51079-0547', '60429-0388']}]",,6ce175fc-d9cd-467f-b196-83a6fa070217,57066b1f-65bb-428b-9c5b-ae88d15c6acf,3.0
{'$oid': '5a32f6adeb4525ea9e82cd2c'},55111-0626-60,1,199655,01-19-2015,zafirlukast 20 MG Oral Tablet,Dr.Reddys Laboratories Limited,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 8, 'color': 'WHITE', 'imprint': 'R;626', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185685164,55111-0626-60_RXNAVIMAGE10_233F11C8.jpg,501812,168907948,55111-0626-60_NLMIMAGE10_233F11C8.jpg,369946,501812,369946.0,3563.0,204588,132738,88380.0,83806,55685.0,25245,16769.0,4674,3563.0,"[{'@sourceNdc9': '55111-0626', 'ndc9': ['68084-0059', '68151-1977']}]",,6ccb96af-2647-9206-5eee-49a825d32488,f8d7ff01-8167-c19d-4889-c944fb9dc74c,4.0
{'$oid': '5a32f6adeb4525ea9e82cd2d'},65862-0029-01,1,310534,01-19-2015,Glyburide 2.5 MG Oral Tablet,Aurobindo Pharma Limited,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 6, 'color': 'WHITE', 'imprint': '3;0;A', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 2}","{'active': [], 'inactive': []}",False,185684307,65862-0029-01_RXNAVIMAGE10_E53E72C3.jpg,463055,168907091,65862-0029-01_NLMIMAGE10_E53E72C3.jpg,330763,463055,330763.0,3428.0,195573,126499,81863.0,79796,51722.0,24422,16074.0,4539,3428.0,"[{'@sourceNdc9': '65862-0029', 'ndc9': ['52125-0646', '50090-2282']}]",,018a7a0d-4b38-4e59-bc37-621ae8786f51,66dcf51e-34c1-4154-b06d-1529fd0719d4,8.0
{'$oid': '5a32f6adeb4525ea9e82cd2e'},33342-0031-10,1,859033,01-19-2015,Pramipexole dihydrochloride 0.125 MG Oral Tablet,Macleods Pharmaceuticals Limited,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 5, 'color': 'WHITE', 'imprint': 'CL;2', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185684370,33342-0031-10_RXNAVIMAGE10_FD3E7E93.jpg,412856,168907154,33342-0031-10_NLMIMAGE10_FD3E7E93.jpg,274170,412856,274170.0,3183.0,182808,119313,72063.0,76002,46056.0,23355,14465.0,4321,3183.0,,,b8c94917-73a1-44c2-8fd8-07f45054176b,8b73adde-a75d-402f-ad27-59b1ddc2bf52,5.0
{'$oid': '5a32f6adeb4525ea9e82cd2f'},65162-0521-11,1,992447,01-19-2015,Promethazine Hydrochloride 25 MG Oral Tablet,Amneal Pharmaceuticals,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 8, 'color': 'WHITE', 'imprint': 'AN;521', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 2}","{'active': [], 'inactive': []}",False,185684406,65162-0521-11_RXNAVIMAGE10_0A3E8554.jpg,484337,168907190,65162-0521-11_NLMIMAGE10_0A3E8554.jpg,343800,484337,343800.0,3357.0,198947,129420,81862.0,81626,51666.0,24789,16051.0,4505,3357.0,"[{'@sourceNdc9': '65162-0521', 'ndc9': ['00904-6252', '12634-0418', '42254-0045', '43063-0405', '51655-0085', '52125-0566', '52125-0703', '55154-2535', '61919-0008', '64205-0521', '68788-9270', '50090-0290', '50090-0291']}]",,,,
{'$oid': '5a32f6adeb4525ea9e82cd30'},65162-0545-10,1,96304,01-19-2015,Primidone 250 MG Oral Tablet,Amneal Pharmaceuticals,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 10, 'color': 'WHITE', 'imprint': 'AN;545', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 2}","{'active': [], 'inactive': []}",False,185684142,65162-0545-10_RXNAVIMAGE10_A83E5462.jpg,473211,168906926,65162-0545-10_NLMIMAGE10_A83E5462.jpg,338357,473211,338357.0,3091.0,188253,121636,76269.0,76003,47693.0,23196,14697.0,4226,3091.0,"[{'@sourceNdc9': '65162-0545', 'ndc9': ['00904-6207', '42291-0511', '50268-0687', '50090-1636']}]",,02ba0182-0870-4c0d-a814-a1dc427d47b8,36e4a4a6-d51a-4806-9d41-df0bfeb0d7c7,10.0
{'$oid': '5a32f6adeb4525ea9e82cd31'},13668-0140-05,1,317573,01-19-2015,pioglitazone 15 MG Oral Tablet,Torrent Pharmaceuticals Limited,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 5, 'color': 'WHITE', 'imprint': '140;15', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185684383,13668-0140-05_RXNAVIMAGE10_023E8104.jpg,462966,168907167,13668-0140-05_NLMIMAGE10_023E8104.jpg,330622,462966,330622.0,3665.0,195402,128117,83235.0,80880,52876.0,24760,16335.0,4687,3665.0,"[{'@sourceNdc9': '13668-0140', 'ndc9': ['50090-1689']}]",,3d11a0bc-26b4-49f4-a8e7-0fad1524b3d1,a3a5b473-c39e-4bb8-a6e1-24ca7ecb937e,3.0
{'$oid': '5a32f6adeb4525ea9e82cd32'},13668-0080-30,1,242438,01-19-2015,montelukast 5 MG Chewable Tablet,Torrent Pharmaceuticals Limited,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 8, 'color': 'PINK', 'imprint': '1080;5;MG', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185684106,13668-0080-30_RXNAVIMAGE10_9B3E4DA2.jpg,645930,168906890,13668-0080-30_NLMIMAGE10_9B3E4DA2.jpg,520784,645930,520784.0,5239.0,292966,195749,151610.0,124418,96503.0,37795,29339.0,6121,5239.0,"[{'@sourceNdc9': '13668-0080', 'ndc9': ['50090-1313']}]",,,,
{'$oid': '5a32f6adeb4525ea9e82cd33'},10370-0257-02,1,1013930,01-19-2015,12 HR Clonidine Hydrochloride 0.1 MG Extended Release Oral Tablet,"Par Pharmaceutical, Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 7, 'color': 'WHITE', 'imprint': 'A;257', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185684727,10370-0257-02_RXNAVIMAGE10_823EC156.jpg,510492,168907511,10370-0257-02_NLMIMAGE10_823EC156.jpg,362075,510492,362075.0,3319.0,211637,137840,88092.0,86716,55009.0,25509,16351.0,4515,3319.0,"[{'@sourceNdc9': '10370-0257', 'ndc9': ['68084-0866', '60429-0431']}]",,a8e0edbe-f25f-4c90-8774-4a9c04de9070,eeb23536-1e58-444c-b0f3-7b9c7f80ca77,4.0
{'$oid': '5a32f6adeb4525ea9e82cd34'},00378-6280-01,1,855906,01-19-2015,Diclofenac Sodium 50 MG Delayed Release Oral Tablet,Mylan Pharmaceuticals Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 10, 'color': 'YELLOW', 'imprint': 'G;DS;50', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185684172,00378-6280-01_RXNAVIMAGE10_B43E5A02.jpg,670759,168906956,00378-6280-01_NLMIMAGE10_B43E5A02.jpg,534230,670759,534230.0,5200.0,294484,193674,145025.0,120699,90321.0,35730,26671.0,6212,5200.0,"[{'@sourceNdc9': '00378-6280', 'ndc9': ['42549-0589', '68788-9185', '51079-0466']}]",,,,
{'$oid': '5a32f6adeb4525ea9e82cd35'},55111-0625-01,1,313758,01-19-2015,zafirlukast 10 MG Oral Tablet,Dr.Reddys Laboratories Limited,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 6, 'color': 'WHITE', 'imprint': 'R;625', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185685573,55111-0625-01_RXNAVIMAGE10_B53F5AFA.jpg,467320,168908357,55111-0625-01_NLMIMAGE10_B53F5AFA.jpg,335903,467320,335903.0,3608.0,198750,130404,86243.0,83313,55304.0,25295,16882.0,4719,3608.0,,,,,
{'$oid': '5a32f6adeb4525ea9e82cd36'},00456-1512-60,1,833143,01-19-2015,Milnacipran hydrochloride 12.5 MG Oral Tablet [Savella],"Forest Laboratories, Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 5, 'color': 'BLUE', 'imprint': 'F;L', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185685200,00456-1512-60_RXNAVIMAGE10_313F1888.jpg,550657,168907984,00456-1512-60_NLMIMAGE10_313F1888.jpg,414166,550657,414166.0,4104.0,241808,159609,112950.0,101146,71865.0,29687,21201.0,5136,4104.0,,,16a4a314-f97e-4e91-95e9-576a3773d284,04b44067-d0f8-4330-b9db-b165228e7bb7,18.0
{'$oid': '5a32f6adeb4525ea9e82cd37'},13668-0102-10,1,997229,01-19-2015,Donepezil hydrochloride 5 MG Oral Tablet,Torrent Pharmaceuticals Limited,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 7, 'color': 'WHITE', 'imprint': '5', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185685550,13668-0102-10_RXNAVIMAGE10_AD3F56AA.jpg,481554,168908334,13668-0102-10_NLMIMAGE10_AD3F56AA.jpg,346724,481554,346724.0,3247.0,203321,131970,86167.0,82976,54236.0,24767,16067.0,4381,3247.0,"[{'@sourceNdc9': '13668-0102', 'ndc9': ['00615-7843', '60760-0546', '67046-0134', '50090-1285']}]",,76bf638e-dbde-418e-8977-1caf009990bc,94fb4253-7822-4043-8ef9-0f8d93642feb,4.0
{'$oid': '5a32f6adeb4525ea9e82cd38'},51293-0612-01,1,1094104,01-19-2015,Phenazopyridine hydrochloride 200 MG Oral Tablet,ECI Pharmaceuticals LLC,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 10, 'color': 'BROWN', 'imprint': '612', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185684661,51293-0612-01_RXNAVIMAGE10_6A3EB525.jpg,723936,168907445,51293-0612-01_NLMIMAGE10_6A3EB525.jpg,591185,723936,591185.0,5289.0,333202,217115,171442.0,134169,104668.0,38045,29282.0,6194,5289.0,"[{'@sourceNdc9': '51293-0612', 'ndc9': ['50090-1551']}]",,65346b3f-7a71-4b35-84c8-385ded952867,d0334d89-6721-49c4-a862-8a7dd75c03d5,1.0
{'$oid': '5a32f6adeb4525ea9e82cd39'},00781-1047-01,1,198077,01-19-2015,Perphenazine 4 MG Oral Tablet,Sandoz Inc,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 7, 'color': 'WHITE', 'imprint': 'GG;107', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185685187,00781-1047-01_RXNAVIMAGE10_2C3F1618.jpg,486067,168907971,00781-1047-01_NLMIMAGE10_2C3F1618.jpg,352905,486067,352905.0,3438.0,206287,134819,89919.0,85210,56918.0,25581,16970.0,4542,3438.0,"[{'@sourceNdc9': '00781-1047', 'ndc9': ['00615-3585', '21695-0141', '24236-0880', '52125-0102', '53808-0665', '67046-0540']}]",,6c76e98d-b8c3-441f-bac5-a9de6dc8f14f,0b267064-302f-44be-8f41-f994f6f12afb,13.0
{'$oid': '5a32f6adeb4525ea9e82cd3a'},00378-0127-01,1,198104,01-19-2015,Pindolol 10 MG Oral Tablet,Mylan Pharmaceuticals Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 8, 'color': 'WHITE', 'imprint': 'M;127', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 2}","{'active': [], 'inactive': []}",False,185684740,00378-0127-01_RXNAVIMAGE10_873EC3C6.jpg,506314,168907524,00378-0127-01_NLMIMAGE10_873EC3C6.jpg,376424,506314,376424.0,3502.0,208223,135752,91606.0,85046,57507.0,25541,17214.0,4619,3502.0,"[{'@sourceNdc9': '00378-0127', 'ndc9': ['68151-3005']}]",,05dfb38c-b832-4ae0-b28b-d271008e670b,19846442-3844-49d3-9442-4282fed37a84,5.0
{'$oid': '5a32f6adeb4525ea9e82cd3b'},00603-5485-21,1,856556,01-19-2015,Propranolol Hydrochloride 60 MG Oral Tablet,"Qualitest Pharmaceutical, Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 9, 'color': 'PINK', 'imprint': '54;85;V', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 2}","{'active': [], 'inactive': []}",False,185684690,00603-5485-21_RXNAVIMAGE10_753EBA95.jpg,628034,168907474,00603-5485-21_NLMIMAGE10_753EBA95.jpg,498711,628034,498711.0,5006.0,279045,184610,138727.0,116511,87689.0,34714,26298.0,5937,5006.0,,,0d74bb04-8227-4afa-b523-ce1556150e07,84b5a4ab-65c7-439b-8444-5038bfc487f3,9.0
{'$oid': '5a32f6adeb4525ea9e82cd3c'},43547-0271-10,1,312847,01-19-2015,ropinirole 2 MG Oral Tablet,"Solco Healthecare US, LLC",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 8, 'color': 'PINK', 'imprint': '975;HH', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185684704,43547-0271-10_RXNAVIMAGE10_7A3EBD05.jpg,559705,168907488,43547-0271-10_NLMIMAGE10_7A3EBD05.jpg,434159,559705,434159.0,4393.0,235583,154345,111375.0,96105,69333.0,28958,20760.0,5363,4393.0,"[{'@sourceNdc9': '43547-0271', 'ndc9': ['43353-0198']}]",,7734ef0b-584f-42dd-a8b5-adbdf4e4df93,fbd8dddf-d31c-4fec-b423-79b024ad05ea,11.0
{'$oid': '5a32f6adeb4525ea9e82cd3d'},17478-0766-10,1,260243,01-19-2015,Progesterone 100 MG Oral Capsule,"Akorn, Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 9, 'color': 'RED', 'imprint': 'AK', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185684492,17478-0766-10_RXNAVIMAGE10_2A3E9574.jpg,529258,168907276,17478-0766-10_NLMIMAGE10_2A3E9574.jpg,400118,529258,400118.0,5463.0,210403,138175,94686.0,88504,61014.0,29399,20965.0,6173,5463.0,,,,,
{'$oid': '5a32f6adeb4525ea9e82cd3e'},65162-0188-10,1,198013,01-19-2015,Naproxen 250 MG Oral Tablet,Amneal Pharmaceuticals,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 10, 'color': 'WHITE', 'imprint': 'IP188;250', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185685151,65162-0188-10_RXNAVIMAGE10_1E3F0F58.jpg,459027,168907935,65162-0188-10_NLMIMAGE10_1E3F0F58.jpg,324069,459027,324069.0,3373.0,189052,123877,78067.0,78297,49737.0,24410,15850.0,4458,3373.0,"[{'@sourceNdc9': '65162-0188', 'ndc9': ['43063-0600', '61786-0107', '12634-0498']}]",,c43a43e2-e867-448d-8f59-3efc7c077cbc,04d95cef-d804-4e25-b6a3-3b04b2cda596,12.0
{'$oid': '5a32f6adeb4525ea9e82cd3f'},00378-7100-77,1,351133,01-19-2015,Fenofibrate 54 MG Oral Tablet,Mylan Pharmaceuticals Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 9, 'color': 'YELLOW', 'imprint': 'KLX;170', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185684944,00378-7100-77_RXNAVIMAGE10_D43EEA07.jpg,618527,168907728,00378-7100-77_NLMIMAGE10_D43EEA07.jpg,491034,618527,491034.0,5245.0,262779,171359,127077.0,107084,79431.0,31990,23587.0,6170,5245.0,,,c53c20ed-a944-4b35-b5db-91d9f67240e8,6ec0f471-1050-4a56-a66f-c12d35adc5db,11.0
{'$oid': '5a32f6adeb4525ea9e82cd40'},00115-4233-01,1,993462,01-19-2015,midodrine hydrochloride 10 MG Oral Tablet,"Global Pharmaceuticals, Division of Impax Laboratories Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 7, 'color': 'GREEN', 'imprint': 'G;423', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 2}","{'active': [], 'inactive': []}",False,185684083,00115-4233-01_RXNAVIMAGE10_923E4952.jpg,557679,168906867,00115-4233-01_NLMIMAGE10_923E4952.jpg,423260,557679,423260.0,3748.0,236548,155398,109923.0,98148,69263.0,28894,20359.0,4823,3748.0,"[{'@sourceNdc9': '00115-4233', 'ndc9': ['50268-0566', '68084-0886', '42291-0617']}]",,e2e3db6b-054a-4f63-9936-482663c6395a,5984bd1c-667e-46e4-9b2b-a045af5c029a,5.0
{'$oid': '5a32f6adeb4525ea9e82cd41'},64727-3300-01,1,728589,01-19-2015,thyroid (USP) 65 MG Oral Tablet [Nature-Throid],,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 7, 'color': 'BROWN', 'imprint': 'RLC;N;1', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 2}","{'active': [], 'inactive': []}",False,185685675,64727-3300-01_RXNAVIMAGE10_DC3F6E2B.jpg,545366,168908459,64727-3300-01_NLMIMAGE10_DC3F6E2B.jpg,405110,545366,405110.0,4137.0,231194,152234,105050.0,95900,66004.0,28797,19998.0,5194,4137.0,,,,,
{'$oid': '5a32f6adeb4525ea9e82cd42'},00378-1134-01,1,834022,01-19-2015,Ketorolac Tromethamine 10 MG Oral Tablet,Mylan Pharmaceuticals Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 8, 'color': 'WHITE', 'imprint': 'M;134', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185684967,00378-1134-01_RXNAVIMAGE10_DC3EEE57.jpg,501749,168907751,00378-1134-01_NLMIMAGE10_DC3EEE57.jpg,362819,501749,362819.0,3191.0,205033,132331,85740.0,82906,53478.0,24313,15492.0,4378,3191.0,"[{'@sourceNdc9': '00378-1134', 'ndc9': ['16590-0138', '42549-0538', '43063-0174', '49349-0114', '49999-0130', '54868-4171', '55289-0328', '64205-0113', '50090-0602', '61786-0851']}]",,2837a082-3a34-6f81-5e43-45a70295686b,b442477a-48ad-4e2b-9c14-2db7375f02a2,5.0
{'$oid': '5a32f6adeb4525ea9e82cd43'},64980-0178-02,1,1116758,01-19-2015,chloroquine phosphate 500 MG Oral Tablet,"Rising Pharmaceuticals, Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'ROUND', 'size': 13, 'color': 'WHITE', 'imprint': 'CN;500', 'imprintType': 'DEBOSSED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185685514,64980-0178-02_RXNAVIMAGE10_9F3F4FEA.jpg,488159,168908298,64980-0178-02_NLMIMAGE10_9F3F4FEA.jpg,346825,488159,346825.0,3345.0,200800,130520,83256.0,82105,52768.0,25076,16353.0,4515,3345.0,,,06c69e2b-211b-4746-9f3a-f86d36520570,3556daa7-99e0-4668-8f7b-b0f808576984,3.0
